 cattivin ( VERB ) 
 cacciante ( VERB_PRESENT_PARTICIPLE VERB ) 
 caccianti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cacciar ( VERB_INFINITIVE VERB ) 
 cacciarci ( VERB_INFINITIVE VERB ) 
 cacciare ( VERB_INFINITIVE VERB ) 
 cacciarla ( VERB_INFINITIVE VERB ) 
 cacciarli ( VERB_INFINITIVE VERB ) 
 cacciarlo ( VERB_INFINITIVE VERB ) 
 cacciaron ( VERB ) 
 cacciarono ( VERB ) 
 cacciarsi ( VERB_INFINITIVE VERB ) 
 cacciasse ( VERB ) 
 cacciasser ( VERB ) 
 cacciassero ( VERB ) 
 cacciassi ( VERB ) 
 cacciassimo ( VERB ) 
 cacciaste ( VERB ) 
 cacciasti ( VERB ) 
 cacciata ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) 
 cacciate ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) 
 cacciati ( VERB_PAST_PARTICIPLE VERB ) 
 cacciato ( VERB_PAST_PARTICIPLE VERB ) 
 cacciatore ( NOUN NOUN_SINGULAR ) 
 cacciatori ( NOUN NOUN_SINGULAR ) 
 cacciatorpediniere ( NOUN NOUN_SINGULAR ) 
 cacciatorpedinieri ( NOUN NOUN_SINGULAR ) 
 cacciatrice ( NOUN NOUN_SINGULAR ) 
 cacciatrici ( NOUN NOUN_SINGULAR ) 
 cacciava ( VERB ) 
 cacciavamo ( VERB ) 
 cacciavan ( VERB ) 
 cacciavano ( VERB ) 
 cacciavate ( VERB ) 
 cacciavi ( VERB ) 
 cacciavite ( NOUN NOUN_SINGULAR ) 
 cacciaviti ( NOUN NOUN_SINGULAR ) 
 cacciavo ( VERB ) 
 caccin ( VERB ) 
 caccino ( VERB ) 
 caccio ( VERB ) 
 caccio' ( VERB ) 
 cacciò ( VERB ) 
 cachera' ( VERB ) 
 cacherai ( VERB ) 
 cacheran ( VERB ) 
 cacheranno ( VERB ) 
 cacherebbe ( VERB ) 
 cacherebber ( VERB ) 
 cacherebbero ( VERB ) 
 cacherei ( VERB ) 
 cacheremmo ( VERB ) 
 cacheremo ( VERB ) 
 cachereste ( VERB ) 
 cacheresti ( VERB ) 
 cacherete ( VERB ) 
 cachero' ( VERB ) 
 cacherà ( VERB ) 
 cacherò ( VERB ) 
 cachet ( NOUN NOUN_SINGULAR ) 
 cachi ( NOUN VERB NOUN_SINGULAR ) 
 cachiamo ( VERB ) 
 cachiate ( VERB ) 
 cachin ( VERB ) 
 cachino ( VERB ) 
 cacicchi ( NOUN NOUN_SINGULAR ) 
 cacicco ( NOUN NOUN_SINGULAR ) 
 caco ( NOUN VERB NOUN_SINGULAR ) 
 caco' ( VERB ) 
 cacofonia ( NOUN NOUN_SINGULAR ) 
 cacofonica ( ADJECTIVE ) 
 cacofoniche ( ADJECTIVE ) 
 cacofonici ( ADJECTIVE ) 
 cacofonicissima ( ADJECTIVE ) 
 cacofonicissime ( ADJECTIVE ) 
 cacofonicissimi ( ADJECTIVE ) 
 cacofonicissimo ( ADJECTIVE ) 
 cacofonico ( ADJECTIVE ) 
 cacofonie ( NOUN NOUN_SINGULAR ) 
 cactus ( NOUN NOUN_SINGULAR ) 
 cacò ( VERB ) 
 cada ( VERB ) 
 cadan ( VERB ) 
 cadano ( VERB ) 
 cadauna ( ADJECTIVE ) 
 cadaune ( ADJECTIVE ) 
 cadauni ( ADJECTIVE ) 
 cadaunissima ( ADJECTIVE ) 
 cadaunissime ( ADJECTIVE ) 
 cadaunissimi ( ADJECTIVE ) 
 cadaunissimo ( ADJECTIVE ) 
 cadauno ( ADJECTIVE ) 
 cadavere ( NOUN NOUN_SINGULAR ) 
 cadaveri ( NOUN NOUN_SINGULAR ) 
 cadaverica ( ADJECTIVE ) 
 cadaveriche ( ADJECTIVE ) 
 cadaverici ( ADJECTIVE ) 
 cadavericissima ( ADJECTIVE ) 
 cadavericissime ( ADJECTIVE ) 
 cadavericissimi ( ADJECTIVE ) 
 cadavericissimo ( ADJECTIVE ) 
 cadaverico ( ADJECTIVE ) 
 cadaverini ( NOUN NOUN_SINGULAR ) 
 cadaverino ( NOUN NOUN_SINGULAR ) 
 cadde ( VERB ) 
 cadder ( VERB ) 
 caddero ( VERB ) 
 caddi ( VERB ) 
 cade ( VERB ) 
 cademmo ( VERB ) 
 cadendo ( NOUN NOUN_GERUND ) 
 cadente ( VERB_PRESENT_PARTICIPLE VERB ADJECTIVE ) 
 cadenti ( VERB_PRESENT_PARTICIPLE VERB ADJECTIVE ) 
 cadentissima ( ADJECTIVE ) 
 cadentissime ( ADJECTIVE ) 
 cadentissimi ( ADJECTIVE ) 
 cadentissimo ( ADJECTIVE ) 
 cadenza ( NOUN VERB NOUN_SINGULAR ) 
 cadenzai ( VERB ) 
 cadenzammo ( VERB ) 
 cadenzan ( VERB ) 
 cadenzando ( NOUN NOUN_GERUND ) 
 cadenzano ( VERB ) 
 cadenzante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cadenzanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cadenzar ( VERB_INFINITIVE VERB ) 
 cadenzare ( VERB_INFINITIVE VERB ) 
 cadenzarne ( VERB_INFINITIVE VERB ) 
 cadenzaron ( VERB ) 
 cadenzarono ( VERB ) 
 cadenzasse ( VERB ) 
 cadenzasser ( VERB ) 
 cadenzassero ( VERB ) 
 cadenzassi ( VERB ) 
 cadenzassimo ( VERB ) 
 cadenzaste ( VERB ) 
 cadenzasti ( VERB ) 
 cadenzata ( VERB_PAST_PARTICIPLE VERB ) 
 cadenzate ( VERB_PAST_PARTICIPLE VERB ) 
 cadenzati ( VERB_PAST_PARTICIPLE VERB ) 
 cadenzato ( VERB_PAST_PARTICIPLE VERB ) 
 cadenzava ( VERB ) 
 cadenzavamo ( VERB ) 
 cadenzavan ( VERB ) 
 cadenzavano ( VERB ) 
 cadenzavate ( VERB ) 
 cadenzavi ( VERB ) 
 cadenzavo ( VERB ) 
 cadenze ( NOUN NOUN_SINGULAR ) 
 cadenzera' ( VERB ) 
 cadenzerai ( VERB ) 
 cadenzeran ( VERB ) 
 cadenzeranno ( VERB ) 
 cadenzerebbe ( VERB ) 
 cadenzerebber ( VERB ) 
 cadenzerebbero ( VERB ) 
 cadenzerei ( VERB ) 
 cadenzeremmo ( VERB ) 
 cadenzeremo ( VERB ) 
 cadenzereste ( VERB ) 
 cadenzeresti ( VERB ) 
 cadenzerete ( VERB ) 
 cadenzero' ( VERB ) 
 cadenzerà ( VERB ) 
 cadenzerò ( VERB ) 
 cadenzi ( VERB ) 
 cadenziamo ( VERB ) 
 cadenziate ( VERB ) 
 cadenzin ( VERB ) 
 cadenzino ( VERB ) 
 cadenzo ( VERB ) 
 cadenzo' ( VERB ) 
 cadenzò ( VERB ) 
 cader ( VERB_INFINITIVE VERB ) 
 caderci ( VERB_INFINITIVE VERB ) 
 cadere ( VERB_INFINITIVE VERB ) 
 cadesse ( VERB ) 
 cadesser ( VERB ) 
 cadessero ( VERB ) 
 cadessi ( VERB ) 
 cadessimo ( VERB ) 
 cadeste ( VERB ) 
 cadesti ( VERB ) 
 cadete ( VERB ) 
 cadeteci ( VERB ) 
 cadetta ( ADJECTIVE ) 
 cadette ( ADJECTIVE ) 
 cadetti ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cadettissima ( ADJECTIVE ) 
 cadettissime ( ADJECTIVE ) 
 cadettissimi ( ADJECTIVE ) 
 cadettissimo ( ADJECTIVE ) 
 cadetto ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cadeva ( VERB ) 
 cadevamo ( VERB ) 
 cadevan ( VERB ) 
 cadevano ( VERB ) 
 cadevate ( VERB ) 
 cadevi ( VERB ) 
 cadevo ( VERB ) 
 cadi ( VERB ) 
 cadiamo ( VERB ) 
 cadiate ( VERB ) 
 cado ( VERB ) 
 cadon ( VERB ) 
 cadono ( VERB ) 
 cadra' ( VERB ) 
 cadrai ( VERB ) 
 cadran ( VERB ) 
 cadranno ( VERB ) 
 cadrebbe ( VERB ) 
 cadrebber ( VERB ) 
 cadrebbero ( VERB ) 
 cadrei ( VERB ) 
 cadremmo ( VERB ) 
 cadremo ( VERB ) 
 cadreste ( VERB ) 
 cadresti ( VERB ) 
 cadrete ( VERB ) 
 cadro' ( VERB ) 
 cadrà ( VERB ) 
 cadrò ( VERB ) 
 caduca ( ADJECTIVE ) 
 caduche ( ADJECTIVE ) 
 caduci ( ADJECTIVE ) 
 caducissima ( ADJECTIVE ) 
 caducissime ( ADJECTIVE ) 
 caducissimi ( ADJECTIVE ) 
 caducissimo ( ADJECTIVE ) 
 caducita' ( NOUN NOUN_SINGULAR ) 
 caducità ( NOUN NOUN_SINGULAR ) 
 caduco ( ADJECTIVE ) 
 caduta ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) 
 cadute ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) 
 caduti ( VERB_PAST_PARTICIPLE VERB ) 
 caduto ( VERB_PAST_PARTICIPLE VERB ) 
 cafe' ( NOUN NOUN_SINGULAR ) 
 caffa ( ADJECTIVE ) 
 caffe ( ADJECTIVE ) 
 caffe' ( NOUN NOUN_SINGULAR ) 
 caffeina ( NOUN NOUN_SINGULAR ) 
 caffeine ( NOUN NOUN_SINGULAR ) 
 caffetteria ( NOUN NOUN_SINGULAR ) 
 caffetterie ( NOUN NOUN_SINGULAR ) 
 caffettiera ( NOUN NOUN_SINGULAR ) 
 caffettiere ( NOUN NOUN_SINGULAR ) 
 caffi ( ADJECTIVE ) 
 caffissima ( ADJECTIVE ) 
 caffissime ( ADJECTIVE ) 
 caffissimi ( ADJECTIVE ) 
 caffissimo ( ADJECTIVE ) 
 caffo ( ADJECTIVE ) 
 caffè ( NOUN NOUN_SINGULAR ) 
 caffé ( NOUN NOUN_SINGULAR ) 
 cafone ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cafonesca ( ADJECTIVE ) 
 cafonesche ( ADJECTIVE ) 
 cafoneschi ( ADJECTIVE ) 
 cafoneschissima ( ADJECTIVE ) 
 cafoneschissime ( ADJECTIVE ) 
 cafoneschissimi ( ADJECTIVE ) 
 cafoneschissimo ( ADJECTIVE ) 
 cafonesco ( ADJECTIVE ) 
 cafoni ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cafonissima ( ADJECTIVE ) 
 cafonissime ( ADJECTIVE ) 
 cafonissimi ( ADJECTIVE ) 
 cafonissimo ( ADJECTIVE ) 
 caftani ( NOUN NOUN_SINGULAR ) 
 caftano ( NOUN NOUN_SINGULAR ) 
 cafè ( NOUN NOUN_SINGULAR ) 
 caga ( VERB ) 
 cagai ( VERB ) 
 cagammo ( VERB ) 
 cagan ( VERB ) 
 cagando ( NOUN NOUN_GERUND ) 
 cagano ( VERB ) 
 cagante ( VERB_PRESENT_PARTICIPLE VERB ) 
 caganti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cagar ( VERB_INFINITIVE VERB ) 
 cagare ( VERB_INFINITIVE VERB ) 
 cagaron ( VERB ) 
 cagarono ( VERB ) 
 cagarsi ( VERB_INFINITIVE VERB ) 
 cagasse ( VERB ) 
 cagasser ( VERB ) 
 cagassero ( VERB ) 
 cagassi ( VERB ) 
 cagassimo ( VERB ) 
 cagaste ( VERB ) 
 cagasti ( VERB ) 
 cagata ( VERB_PAST_PARTICIPLE VERB ) 
 cagate ( VERB_PAST_PARTICIPLE VERB ) 
 cagati ( VERB_PAST_PARTICIPLE VERB ) 
 cagato ( VERB_PAST_PARTICIPLE VERB ) 
 cagava ( VERB ) 
 cagavamo ( VERB ) 
 cagavan ( VERB ) 
 cagavano ( VERB ) 
 cagavate ( VERB ) 
 cagavi ( VERB ) 
 cagavo ( VERB ) 
 caghera' ( VERB ) 
 cagherai ( VERB ) 
 cagheran ( VERB ) 
 cagheranno ( VERB ) 
 cagherebbe ( VERB ) 
 cagherebber ( VERB ) 
 cagherebbero ( VERB ) 
 cagherei ( VERB ) 
 cagheremmo ( VERB ) 
 cagheremo ( VERB ) 
 caghereste ( VERB ) 
 cagheresti ( VERB ) 
 cagherete ( VERB ) 
 caghero' ( VERB ) 
 cagherà ( VERB ) 
 cagherò ( VERB ) 
 caghi ( VERB ) 
 caghiamo ( VERB ) 
 caghiate ( VERB ) 
 caghin ( VERB ) 
 caghino ( VERB ) 
 cagiona ( VERB ) 
 cagionai ( VERB ) 
 cagionammo ( VERB ) 
 cagionan ( VERB ) 
 cagionando ( NOUN NOUN_GERUND ) 
 cagionandomi ( NOUN NOUN_GERUND ) 
 cagionano ( VERB ) 
 cagionante ( VERB_PRESENT_PARTICIPLE VERB ) 
 cagionanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cagionar ( VERB_INFINITIVE VERB ) 
 cagionare ( VERB_INFINITIVE VERB ) 
 cagionarlo ( VERB_INFINITIVE VERB ) 
 cagionaron ( VERB ) 
 cagionarono ( VERB ) 
 cagionasse ( VERB ) 
 cagionasser ( VERB ) 
 cagionassero ( VERB ) 
 cagionassi ( VERB ) 
 cagionassimo ( VERB ) 
 cagionaste ( VERB ) 
 cagionasti ( VERB ) 
 cagionata ( VERB_PAST_PARTICIPLE VERB ) 
 cagionate ( VERB_PAST_PARTICIPLE VERB ) 
 cagionati ( VERB_PAST_PARTICIPLE VERB ) 
 cagionato ( VERB_PAST_PARTICIPLE VERB ) 
 cagionava ( VERB ) 
 cagionavamo ( VERB ) 
 cagionavan ( VERB ) 
 cagionavano ( VERB ) 
 cagionavate ( VERB ) 
 cagionavi ( VERB ) 
 cagionavo ( VERB ) 
 cagionera' ( VERB ) 
 cagionerai ( VERB ) 
 cagioneran ( VERB ) 
 cagioneranno ( VERB ) 
 cagionerebbe ( VERB ) 
 cagionerebber ( VERB ) 
 cagionerebbero ( VERB ) 
 cagionerei ( VERB ) 
 cagioneremmo ( VERB ) 
 cagioneremo ( VERB ) 
 cagionereste ( VERB ) 
 cagioneresti ( VERB ) 
 cagionerete ( VERB ) 
 cagionero' ( VERB ) 
 cagionerà ( VERB ) 
 cagionerò ( VERB ) 
 cagionevole ( ADJECTIVE ) 
 cagionevoli ( ADJECTIVE ) 
 cagionevolissima ( ADJECTIVE ) 
 cagionevolissime ( ADJECTIVE ) 
 cagionevolissimi ( ADJECTIVE ) 
 cagionevolissimo ( ADJECTIVE ) 
 cagioni ( VERB ) 
 cagioniamo ( VERB ) 
 cagioniate ( VERB ) 
 cagionin ( VERB ) 
 cagionino ( VERB ) 
 cagiono ( VERB ) 
 cagiono' ( VERB ) 
 cagionò ( VERB ) 
 cagli ( VERB ) 
 caglia ( VERB ) 
 cagliai ( VERB ) 
 cagliammo ( VERB ) 
 cagliamo ( VERB ) 
 caglian ( VERB ) 
 cagliando ( NOUN NOUN_GERUND ) 
 cagliano ( VERB ) 
 cagliante ( VERB_PRESENT_PARTICIPLE VERB ) 
 caglianti ( VERB_PRESENT_PARTICIPLE VERB ) 
 cagliar ( VERB_INFINITIVE VERB ) 
 cagliare ( VERB_INFINITIVE VERB ) 
 cagliaritana ( ADJECTIVE ) 
 cagliaritane ( ADJECTIVE ) 
 cagliaritani ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cagliaritanissima ( ADJECTIVE ) 
 cagliaritanissime ( ADJECTIVE ) 
 cagliaritanissimi ( ADJECTIVE ) 
 cagliaritanissimo ( ADJECTIVE ) 
 cagliaritano ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 cagliaron ( VERB ) 
 cagliarono ( VERB ) 
 cagliasse ( VERB ) 
 cagliasser ( VERB ) 
 cagliassero ( VERB ) 
 cagliassi ( VERB ) 
 cagliassimo ( VERB ) 
 cagliaste ( VERB ) 
 cagliasti ( VERB ) 
 cagliata ( VERB_PAST_PARTICIPLE VERB ) 
 cagliate ( VERB_PAST_PARTICIPLE VERB ) 
 cagliati ( VERB_PAST_PARTICIPLE VERB ) 
 cagliato ( VERB_PAST_PARTICIPLE VERB ) 
 cagliava ( VERB ) 
 cagliavamo ( VERB ) 
 cagliavan ( VERB ) 
 cagliavano ( VERB ) 
 cagliavate ( VERB ) 
 cagliavi ( VERB ) 
 cagliavo ( VERB ) 
 cagliera' ( VERB ) 
 caglierai ( VERB ) 
 caglieran ( VERB ) 
 caglieranno ( VERB ) 
 caglierebbe ( VERB ) 
 caglierebber ( VERB ) 
 caglierebbero ( VERB ) 
 caglierei ( VERB ) 
 caglieremmo ( VERB ) 
 caglieremo ( VERB ) 
 cagliereste ( VERB ) 
 caglieresti ( VERB ) 
 caglierete ( VERB ) 
 cagliero' ( VERB ) 
 caglierà ( VERB ) 
 caglierò ( VERB ) 
 caglin ( VERB ) 
 caglino ( VERB ) 
 caglio ( VERB ) 
 caglio' ( VERB ) 
 cagliò ( VERB ) 
 cagna ( NOUN NOUN_SINGULAR ) 
 cagne ( NOUN NOUN_SINGULAR ) 
 cagnesca ( ADJECTIVE ) 
 cagnesche ( ADJECTIVE ) 
 cagneschi ( ADJECTIVE ) 
 cagneschissima ( ADJECTIVE ) 
 cagneschissime ( ADJECTIVE ) 
 cagneschissimi ( ADJECTIVE ) 
 cagneschissimo ( ADJECTIVE ) 
 cagnesco ( ADJECTIVE ) 
 cagnetta ( NOUN NOUN_SINGULAR ) 
 cagnette ( NOUN NOUN_SINGULAR ) 
 cagnetti ( NOUN NOUN_SINGULAR ) 
 cagnetto ( NOUN NOUN_SINGULAR ) 
 cagnolini ( NOUN NOUN_SINGULAR ) 
 cagnolino ( NOUN NOUN_SINGULAR ) 
 cagnone ( NOUN NOUN_SINGULAR ) 
 cagnoni ( NOUN NOUN_SINGULAR ) 
 cago ( VERB ) 
 cago' ( VERB ) 
 cagò ( VERB ) 
 caimani ( NOUN NOUN_SINGULAR ) 
 caimano ( NOUN NOUN_SINGULAR ) 
 cairota ( ADJECTIVE ) 
 cairote ( ADJECTIVE ) 
 cairoti ( ADJECTIVE ) 
 cairotissima ( ADJECTIVE ) 
 cairotissime ( ADJECTIVE ) 
 cairotissimi ( ADJECTIVE ) 
 cairotissimo ( ADJECTIVE ) 
 cajun ( ADJECTIVE ) 
 cala ( NOUN VERB NOUN_SINGULAR ) 
 calabra ( ADJECTIVE ) 
 calabre ( ADJECTIVE ) 
 calabrese ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 calabresi ( NOUN ADJECTIVE NOUN_SINGULAR ) 
 calabresissima ( ADJECTIVE ) 
 calabresissime ( ADJECTIVE ) 
 calabresissimi ( ADJECTIVE ) 
 calabresissimo ( ADJECTIVE ) 
 calabri ( ADJECTIVE ) 
 calabrissima ( ADJECTIVE ) 
 calabrissime ( ADJECTIVE ) 
 calabrissimi ( ADJECTIVE ) 
 calabro ( ADJECTIVE ) 
 calabrone ( NOUN NOUN_SINGULAR ) 
 calabroni ( NOUN NOUN_SINGULAR ) 
 calafata ( VERB ) 
 calafatai ( VERB ) 
 calafatammo ( VERB ) 
 calafatan ( VERB ) 
 calafatando ( NOUN NOUN_GERUND ) 
 calafatano ( VERB ) 
 calafatante ( VERB_PRESENT_PARTICIPLE VERB ) 
 calafatanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 calafatar ( VERB_INFINITIVE VERB ) 
 calafatare ( VERB_INFINITIVE VERB ) 
 calafataron ( VERB ) 
 calafatarono ( VERB ) 
 calafatasse ( VERB ) 
 calafatasser ( VERB ) 
 calafatassero ( VERB ) 
 calafatassi ( VERB ) 
 calafatassimo ( VERB ) 
 calafataste ( VERB ) 
 calafatasti ( VERB ) 
 calafatata ( VERB_PAST_PARTICIPLE VERB ) 
 calafatate ( VERB_PAST_PARTICIPLE VERB ) 
 calafatati ( VERB_PAST_PARTICIPLE VERB ) 
 calafatato ( VERB_PAST_PARTICIPLE VERB ) 
 calafatava ( VERB ) 
 calafatavamo ( VERB ) 
 calafatavan ( VERB ) 
 calafatavano ( VERB ) 
 calafatavate ( VERB ) 
 calafatavi ( VERB ) 
 calafatavo ( VERB ) 
 calafatera' ( VERB ) 
 calafaterai ( VERB ) 
 calafateran ( VERB ) 
 calafateranno ( VERB ) 
 calafaterebbe ( VERB ) 
 calafaterebber ( VERB ) 
 calafaterebbero ( VERB ) 
 calafaterei ( VERB ) 
 calafateremmo ( VERB ) 
 calafateremo ( VERB ) 
 calafatereste ( VERB ) 
 calafateresti ( VERB ) 
 calafaterete ( VERB ) 
 calafatero' ( VERB ) 
 calafaterà ( VERB ) 
 calafaterò ( VERB ) 
 calafati ( VERB ) 
 calafatiamo ( VERB ) 
 calafatiate ( VERB ) 
 calafatin ( VERB ) 
 calafatino ( VERB ) 
 calafato ( VERB ) 
 calafato' ( VERB ) 
 calafatò ( VERB ) 
 calai ( VERB ) 
 calamai ( NOUN NOUN_SINGULAR ) 
 calamaio ( NOUN NOUN_SINGULAR ) 
 calamari ( NOUN NOUN_SINGULAR ) 
 calamaro ( NOUN NOUN_SINGULAR ) 
 calamita ( NOUN VERB NOUN_SINGULAR ) 
 calamita' ( NOUN NOUN_SINGULAR ) 
 calamitai ( VERB ) 
 calamitammo ( VERB ) 
 calamitan ( VERB ) 
 calamitando ( NOUN NOUN_GERUND ) 
 calamitano ( VERB ) 
 calamitante ( VERB_PRESENT_PARTICIPLE VERB ) 
 calamitanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 calamitar ( VERB_INFINITIVE VERB ) 
 calamitare ( VERB_INFINITIVE VERB ) 
 calamitaron ( VERB ) 
 calamitarono ( VERB ) 
 calamitarvi ( VERB_INFINITIVE VERB ) 
 calamitasse ( VERB ) 
 calamitasser ( VERB ) 
 calamitassero ( VERB ) 
 calamitassi ( VERB ) 
 calamitassimo ( VERB ) 
 calamitaste ( VERB ) 
 calamitasti ( VERB ) 
 calamitata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 calamitate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 calamitati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 calamitatissima ( ADJECTIVE ) 
 calamitatissime ( ADJECTIVE ) 
 calamitatissimi ( ADJECTIVE ) 
 calamitatissimo ( ADJECTIVE ) 
 calamitato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) 
 calamitava ( VERB ) 
 calamitavamo ( VERB ) 
 calamitavan ( VERB ) 
 calamitavano ( VERB ) 
 calamitavate ( VERB ) 
 calamitavi ( VERB ) 
 calamitavo ( VERB ) 
 calamite ( NOUN NOUN_SINGULAR ) 
 calamitera' ( VERB ) 
 calamiterai ( VERB ) 
 calamiteran ( VERB ) 
 calamiteranno ( VERB ) 
 calamiterebbe ( VERB ) 
 calamiterebber ( VERB ) 
 calamiterebbero ( VERB ) 
 calamiterei ( VERB ) 
 calamiteremmo ( VERB ) 
 calamiteremo ( VERB ) 
 calamitereste ( VERB ) 
 calamiteresti ( VERB ) 
 calamiterete ( VERB ) 
 calamitero' ( VERB ) 
 calamiterà ( VERB ) 
 calamiterò ( VERB ) 
 calamiti ( VERB ) 
 calamitiamo ( VERB ) 
 calamitiate ( VERB ) 
 calamitin ( VERB ) 
 calamitino ( VERB ) 
 calamito ( VERB ) 
 calamito' ( VERB ) 
 calamitosa ( ADJECTIVE ) 
 calamitose ( ADJECTIVE ) 
 calamitosi ( ADJECTIVE ) 
 calamitosissima ( ADJECTIVE ) 
 calamitosissime ( ADJECTIVE ) 
 calamitosissimi ( ADJECTIVE ) 
 calamitosissimo ( ADJECTIVE ) 
 calamitoso ( ADJECTIVE ) 
 calamità ( NOUN NOUN_SINGULAR ) 
 calamitò ( VERB ) 
 calammo ( VERB ) 
 calan ( VERB ) 
 calando ( NOUN NOUN_GERUND ) 
 calandola ( NOUN NOUN_GERUND ) 
 calandosi ( NOUN NOUN_GERUND ) 
 calandra ( NOUN VERB NOUN_SINGULAR ) 
 calandrai ( VERB ) 
 calandrammo ( VERB ) 
 calandran ( VERB ) 
 calandrando ( NOUN NOUN_GERUND ) 
 calandrano ( VERB ) 
 calandrante ( VERB_PRESENT_PARTICIPLE VERB ) 
 calandranti ( VERB_PRESENT_PARTICIPLE VERB ) 
 calandrar ( VERB_INFINITIVE VERB ) 
 calandrare ( VERB_INFINITIVE VERB ) 
 calandraron ( VERB ) 
 calandrarono ( VERB ) 
 calandrasse ( VERB ) 
 calandrasser ( VERB ) 
 calandrassero ( VERB ) 
 calandrassi ( VERB ) 
 calandrassimo ( VERB ) 
 calandraste ( VERB ) 
 calandrasti ( VERB ) 
 calandrata ( VERB_PAST_PARTICIPLE VERB ) 
 calandrate ( VERB_PAST_PARTICIPLE VERB ) 
 calandrati ( VERB_PAST_PARTICIPLE VERB ) 
 calandrato ( VERB_PAST_PARTICIPLE VERB ) 
 calandrava ( VERB ) 
 calandravamo ( VERB ) 
 calandravan ( VERB ) 
 calandravano ( VERB ) 
 calandravate ( VERB ) 
 calandravi ( VERB ) 
 calandravo ( VERB ) 
 calandre ( NOUN NOUN_SINGULAR ) 
 calandrera' ( VERB ) 
 calandrerai ( VERB ) 
 calandreran ( VERB ) 
 calandreranno ( VERB ) 
 calandrerebbe ( VERB ) 
 calandrerebber ( VERB ) 
 calandrerebbero ( VERB ) 
 calandrerei ( VERB ) 
 calandreremmo ( VERB ) 
 calandreremo ( VERB ) 
 calandrereste ( VERB ) 
 calandreresti ( VERB ) 
 calandrerete ( VERB ) 
 calandrero' ( VERB ) 
 calandrerà ( VERB ) 
 calandrerò ( VERB ) 
 calandri ( VERB ) 
 calandriamo ( VERB ) 
 calandriate ( VERB ) 
 calandrin ( VERB ) 
 calandrino ( VERB ) 
 calandro ( VERB ) 
 calandro' ( VERB ) 
 calandrò ( VERB ) 
 calano ( VERB ) 
 calante ( VERB_PRESENT_PARTICIPLE VERB ADJECTIVE ) 
 calanti ( VERB_PRESENT_PARTICIPLE VERB ADJECTIVE ) 
 calantissima ( ADJECTIVE ) 
 calantissime ( ADJECTIVE ) 
 calantissimi ( ADJECTIVE ) 
 calantissimo ( ADJECTIVE ) 
 calar ( VERB_INFINITIVE NOUN VERB NOUN_SINGULAR ) 
 calare ( VERB_INFINITIVE VERB ) 
 calarmi ( VERB_INFINITIVE VERB ) 
 calaron ( VERB ) 
 calarono ( VERB ) 
 calarsi ( VERB_INFINITIVE VERB ) 
 calarti ( VERB_INFINITIVE VERB ) 
 calasse ( VERB ) 
 calasser ( VERB ) 
 calassero ( VERB ) 
 calassi ( VERB ) 
 calassimo ( VERB ) 
 calaste ( VERB ) 
 calasti ( VERB ) 
 calata ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) 
 calate ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR ) 
 calati ( VERB_PAST_PARTICIPLE VERB ) 
 calato ( VERB_PAST_PARTICIPLE VERB ) 
 calava ( VERB ) 
 calavamo ( VERB ) 
 calavan ( VERB ) 
 calavano ( VERB ) 
 calavate ( VERB ) 
 calavi ( VERB ) 
 calavo ( VERB ) 
 calca ( NOUN VERB NOUN_SINGULAR ) 
 calcagna ( NOUN NOUN_SINGULAR ) 
 calcagni ( NOUN NOUN_SINGULAR ) 
 calcagno ( NOUN NOUN_SINGULAR ) 
 calcai ( VERB ) 
 calcammo ( VERB ) 
 calcan ( VERB ) 
 calcando ( NOUN NOUN_GERUND ) 
 calcano ( VERB ) 
 calcante ( VERB_PRESENT_PARTICIPLE VERB ) 
 calcanti ( VERB_PRESENT_PARTICIPLE VERB ) 
 calcar ( VERB_INFINITIVE VERB ) 
 calcare ( VERB_INFINITIVE VERB ) 
 calcarea ( ADJECTIVE ) 
 calcaree ( ADJECTIVE ) 
 calcarei ( ADJECTIVE ) 
 calcareissima ( ADJECTIVE ) 
 calcareissime ( ADJECTIVE ) 
